FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
l,4.0,40008889680.82165,3098787.84,171409244.16,15493939.2,896,576,18,5
xl,4.0,80017779361.6433,3098787.84,171409244.16,15493939.2,896,576,18,5
l,4.0,36823454975.49851,3825664.0,171409244.16,19128320.0,896,640,18,5
xl,4.0,73646909950.99702,3825664.0,171409244.16,19128320.0,896,640,18,5
l,4.0,34176884461.460342,3825664.0,196770816.0,19128320.0,960,640,18,5
xl,4.0,68353768922.920685,3825664.0,196770816.0,19128320.0,960,640,18,5
l,4.0,31750767775.221813,3825664.0,223881461.76,19128320.0,1024,640,18,5
xl,4.0,63501535550.44363,3825664.0,223881461.76,19128320.0,1024,640,18,5
l,4.0,31602533082.68449,4629053.4399999995,196770816.0,23145267.199999996,960,704,18,5
xl,4.0,63205066165.36898,4629053.4399999995,196770816.0,23145267.199999996,960,704,18,5
l,4.0,29516990986.895657,4629053.4399999995,223881461.76,23145267.199999996,1024,704,18,5
xl,4.0,59033981973.79131,4629053.4399999995,223881461.76,23145267.199999996,1024,704,18,5
xl,4.0,55176413844.13621,4629053.4399999995,252741181.44,23145267.199999996,1088,704,18,5
xl,4.0,51614537585.820244,4629053.4399999995,283349975.04,23145267.199999996,1152,704,18,5
xl,4.0,51477144146.35175,5508956.16,252741181.44,27544780.8,1088,768,18,5
xl,4.0,48363388803.86527,5508956.16,283349975.04,27544780.8,1152,768,18,5
xl,4.0,45467134593.17365,5508956.16,315707842.56000006,27544780.8,1216,768,18,5
xl,4.0,45269610109.174164,6465372.16,283349975.04,32326860.8,1152,832,18,5
xl,4.0,42722289321.052345,6465372.16,315707842.56000006,32326860.8,1216,832,18,5
xl,4.0,40111143370.310974,7498301.4399999995,315707842.56000006,37491507.199999996,1216,896,18,5
s,4.0,114077778265.72644,153026.56,8313569.28,765132.8,192,128,19,5
m,4.0,228155556531.45288,153026.56,8313569.28,765132.8,192,128,19,5
s,4.0,65711712518.72258,344309.76,14779678.72,1721548.8,256,192,19,5
m,4.0,131423425037.44516,344309.76,14779678.72,1721548.8,256,192,19,5
l,4.0,328558562593.61285,344309.76,14779678.72,1721548.8,256,192,19,5
s,4.0,35376284920.44026,612106.24,33254277.12,3060531.2,384,256,19,5
m,4.0,70752569840.88052,612106.24,33254277.12,3060531.2,384,256,19,5
l,4.0,176881424602.20132,612106.24,33254277.12,3060531.2,384,256,19,5
xl,4.0,353762849204.40265,612106.24,33254277.12,3060531.2,384,256,19,5
s,4.0,25617460100.068115,956416.0,45262766.08,4782080.0,448,320,19,5
m,4.0,51234920200.13623,956416.0,45262766.08,4782080.0,448,320,19,5
l,4.0,128087300500.34056,956416.0,45262766.08,4782080.0,448,320,19,5
xl,4.0,256174601000.68112,956416.0,45262766.08,4782080.0,448,320,19,5
s,4.0,22110335199.898445,956416.0,59118714.88,4782080.0,512,320,19,5
m,4.0,44220670399.79689,956416.0,59118714.88,4782080.0,512,320,19,5
l,4.0,110551675999.49222,956416.0,59118714.88,4782080.0,512,320,19,5
xl,4.0,221103351998.98444,956416.0,59118714.88,4782080.0,512,320,19,5
s,4.0,19375382315.04384,1377239.04,59118714.88,6886195.2,512,384,19,5
m,4.0,38750764630.08768,1377239.04,59118714.88,6886195.2,512,384,19,5
l,4.0,96876911575.2192,1377239.04,59118714.88,6886195.2,512,384,19,5
xl,4.0,193753823150.4384,1377239.04,59118714.88,6886195.2,512,384,19,5
s,4.0,17092636219.381475,1377239.04,74822123.52,6886195.2,576,384,19,5
m,4.0,34185272438.76295,1377239.04,74822123.52,6886195.2,576,384,19,5
l,4.0,85463181096.90738,1377239.04,74822123.52,6886195.2,576,384,19,5
xl,4.0,170926362193.81476,1377239.04,74822123.52,6886195.2,576,384,19,5
s,4.0,13588915216.161943,1874575.3599999999,92372992.0,9372876.799999999,640,448,19,5
m,4.0,27177830432.323887,1874575.3599999999,92372992.0,9372876.799999999,640,448,19,5
l,4.0,67944576080.809715,1874575.3599999999,92372992.0,9372876.799999999,640,448,19,5
xl,4.0,135889152161.61943,1874575.3599999999,92372992.0,9372876.799999999,640,448,19,5
s,4.0,12212363425.476105,1874575.3599999999,111771320.32,9372876.799999999,704,448,19,5
m,4.0,24424726850.95221,1874575.3599999999,111771320.32,9372876.799999999,704,448,19,5
l,4.0,61061817127.380516,1874575.3599999999,111771320.32,9372876.799999999,704,448,19,5
xl,4.0,122123634254.76103,1874575.3599999999,111771320.32,9372876.799999999,704,448,19,5
s,4.0,11051956911.656015,2448424.96,111771320.32,12242124.8,704,512,19,5
m,4.0,22103913823.31203,2448424.96,111771320.32,12242124.8,704,512,19,5
l,4.0,55259784558.280075,2448424.96,111771320.32,12242124.8,704,512,19,5
xl,4.0,110519569116.56015,2448424.96,111771320.32,12242124.8,704,512,19,5
l,4.0,50262594957.05943,2448424.96,133017108.48,12242124.8,768,512,19,5
xl,4.0,100525189914.11887,2448424.96,133017108.48,12242124.8,768,512,19,5
l,4.0,45795223281.24226,3098787.84,133017108.48,15493939.2,768,576,19,5
xl,4.0,91590446562.48453,3098787.84,133017108.48,15493939.2,768,576,19,5
l,4.0,42059738476.18012,3098787.84,156110356.48,15493939.2,832,576,19,5
xl,4.0,84119476952.36024,3098787.84,156110356.48,15493939.2,832,576,19,5
l,4.0,38676827823.06981,3098787.84,181051064.32,15493939.2,896,576,19,5
xl,4.0,77353655646.13962,3098787.84,181051064.32,15493939.2,896,576,19,5
l,4.0,35692062653.14094,3825664.0,181051064.32,19128320.0,896,640,19,5
xl,4.0,71384125306.28188,3825664.0,181051064.32,19128320.0,896,640,19,5
l,4.0,33071843526.68403,3825664.0,207839232.0,19128320.0,960,640,19,5
xl,4.0,66143687053.36806,3825664.0,207839232.0,19128320.0,960,640,19,5
l,4.0,30677510291.877674,3825664.0,236474859.52,19128320.0,1024,640,19,5
xl,4.0,61355020583.75535,3825664.0,236474859.52,19128320.0,1024,640,19,5
l,4.0,30655388646.299965,4629053.4399999995,207839232.0,23145267.199999996,960,704,19,5
xl,4.0,61310777292.59993,4629053.4399999995,207839232.0,23145267.199999996,960,704,19,5
xl,4.0,57174449953.5244,4629053.4399999995,236474859.52,23145267.199999996,1024,704,19,5
xl,4.0,53360614352.96196,4629053.4399999995,266957946.88,23145267.199999996,1088,704,19,5
xl,4.0,53212035094.53761,5508956.16,236474859.52,27544780.8,1024,768,19,5
xl,4.0,49893166277.665215,5508956.16,266957946.88,27544780.8,1088,768,19,5
xl,4.0,46809885623.51215,5508956.16,299288494.08,27544780.8,1152,768,19,5
xl,4.0,43949683055.63006,5508956.16,333466501.12000006,27544780.8,1216,768,19,5
xl,4.0,43905700749.34288,6465372.16,299288494.08,32326860.8,1152,832,19,5
xl,4.0,41379819276.651764,6465372.16,333466501.12000006,32326860.8,1216,832,19,5
xl,4.0,38925482350.7821,7498301.4399999995,333466501.12000006,37491507.199999996,1216,896,19,5
s,4.0,110138182712.23152,153026.56,8657879.040000001,765132.8,192,128,20,5
m,4.0,220276365424.46304,153026.56,8657879.040000001,765132.8,192,128,20,5
s,4.0,63654335732.073135,344309.76,15391784.96,1721548.8,256,192,20,5
m,4.0,127308671464.14627,344309.76,15391784.96,1721548.8,256,192,20,5
l,4.0,318271678660.36566,344309.76,15391784.96,1721548.8,256,192,20,5
s,4.0,34215306489.438168,612106.24,34631516.160000004,3060531.2,384,256,20,5
m,4.0,68430612978.876335,612106.24,34631516.160000004,3060531.2,384,256,20,5
l,4.0,171076532447.19083,612106.24,34631516.160000004,3060531.2,384,256,20,5
xl,4.0,342153064894.38165,612106.24,34631516.160000004,3060531.2,384,256,20,5
s,4.0,24823733618.222416,956416.0,47137341.44,4782080.0,448,320,20,5
m,4.0,49647467236.44483,956416.0,47137341.44,4782080.0,448,320,20,5
l,4.0,124118668091.11209,956416.0,47137341.44,4782080.0,448,320,20,5
xl,4.0,248237336182.22418,956416.0,47137341.44,4782080.0,448,320,20,5
s,4.0,18801967283.830864,1377239.04,61567139.84,6886195.2,512,384,20,5
m,4.0,37603934567.66173,1377239.04,61567139.84,6886195.2,512,384,20,5
l,4.0,94009836419.15431,1377239.04,61567139.84,6886195.2,512,384,20,5
xl,4.0,188019672838.30862,1377239.04,61567139.84,6886195.2,512,384,20,5
s,4.0,16544910946.3418,1377239.04,77920911.35999998,6886195.2,576,384,20,5
m,4.0,33089821892.6836,1377239.04,77920911.35999998,6886195.2,576,384,20,5
l,4.0,82724554731.709,1377239.04,77920911.35999998,6886195.2,576,384,20,5
xl,4.0,165449109463.418,1377239.04,77920911.35999998,6886195.2,576,384,20,5
s,4.0,13170738397.281212,1874575.3599999999,96198656.0,9372876.799999999,640,448,20,5
m,4.0,26341476794.562424,1874575.3599999999,96198656.0,9372876.799999999,640,448,20,5
l,4.0,65853691986.40606,1874575.3599999999,96198656.0,9372876.799999999,640,448,20,5
xl,4.0,131707383972.81212,1874575.3599999999,96198656.0,9372876.799999999,640,448,20,5
s,4.0,11812330620.15628,1874575.3599999999,116400373.75999999,9372876.799999999,704,448,20,5
m,4.0,23624661240.31256,1874575.3599999999,116400373.75999999,9372876.799999999,704,448,20,5
l,4.0,59061653100.7814,1874575.3599999999,116400373.75999999,9372876.799999999,704,448,20,5
xl,4.0,118123306201.5628,1874575.3599999999,116400373.75999999,9372876.799999999,704,448,20,5
s,4.0,10723310893.921688,2448424.96,116400373.75999999,12242124.8,704,512,20,5
m,4.0,21446621787.843376,2448424.96,116400373.75999999,12242124.8,704,512,20,5
l,4.0,53616554469.60844,2448424.96,116400373.75999999,12242124.8,704,512,20,5
xl,4.0,107233108939.21687,2448424.96,116400373.75999999,12242124.8,704,512,20,5
l,4.0,48674076415.552414,2448424.96,138526064.64000002,12242124.8,768,512,20,5
xl,4.0,97348152831.10483,2448424.96,138526064.64000002,12242124.8,768,512,20,5
l,4.0,44472818244.797646,3098787.84,138526064.64000002,15493939.2,768,576,20,5
xl,4.0,88945636489.59529,3098787.84,138526064.64000002,15493939.2,768,576,20,5
l,4.0,40771253613.526855,3098787.84,162575728.64,15493939.2,832,576,20,5
xl,4.0,81542507227.05371,3098787.84,162575728.64,15493939.2,832,576,20,5
l,4.0,37430607665.94848,3098787.84,188549365.76,15493939.2,896,576,20,5
xl,4.0,74861215331.89696,3098787.84,188549365.76,15493939.2,896,576,20,5
l,4.0,37468277258.24963,3825664.0,162575728.64,19128320.0,832,640,20,5
xl,4.0,74936554516.49927,3825664.0,162575728.64,19128320.0,832,640,20,5
l,4.0,34628121456.43508,3825664.0,188549365.76,19128320.0,896,640,20,5
xl,4.0,69256242912.87016,3825664.0,188549365.76,19128320.0,896,640,20,5
l,4.0,32036023047.073784,3825664.0,216446976.0,19128320.0,960,640,20,5
xl,4.0,64072046094.14757,3825664.0,216446976.0,19128320.0,960,640,20,5
l,4.0,29763365037.631695,4629053.4399999995,216446976.0,23145267.199999996,960,704,20,5
xl,4.0,59526730075.26339,4629053.4399999995,216446976.0,23145267.199999996,960,704,20,5
xl,4.0,55428488627.658066,4629053.4399999995,246268559.36,23145267.199999996,1024,704,20,5
xl,4.0,51660519362.427124,4629053.4399999995,278014115.84,23145267.199999996,1088,704,20,5
xl,4.0,51696484404.81337,5508956.16,246268559.36,27544780.8,1024,768,20,5
xl,4.0,48403758059.721375,5508956.16,278014115.84,27544780.8,1088,768,20,5
xl,4.0,45353078052.01747,5508956.16,311683645.43999994,27544780.8,1152,768,20,5
xl,4.0,45304977874.07814,6465372.16,278014115.84,32326860.8,1088,832,20,5
xl,4.0,42621573004.23926,6465372.16,311683645.43999994,32326860.8,1152,832,20,5
s,4.0,106461606282.49529,153026.56,9100615.68,765132.8,192,128,21,5
m,4.0,212923212564.99057,153026.56,9100615.68,765132.8,192,128,21,5
s,4.0,61721877231.492744,344309.76,16178872.32,1721548.8,256,192,21,5
m,4.0,123443754462.98549,344309.76,16178872.32,1721548.8,256,192,21,5
l,4.0,308609386157.46375,344309.76,16178872.32,1721548.8,256,192,21,5
s,4.0,33128108675.46189,612106.24,36402462.72,3060531.2,384,256,21,5
m,4.0,66256217350.92378,612106.24,36402462.72,3060531.2,384,256,21,5
l,4.0,165640543377.30945,612106.24,36402462.72,3060531.2,384,256,21,5
xl,4.0,331281086754.6189,612106.24,36402462.72,3060531.2,384,256,21,5
s,4.0,24077714324.846214,956416.0,49547796.48,4782080.0,448,320,21,5
m,4.0,48155428649.69243,956416.0,49547796.48,4782080.0,448,320,21,5
l,4.0,120388571624.23106,956416.0,49547796.48,4782080.0,448,320,21,5
xl,4.0,240777143248.46213,956416.0,49547796.48,4782080.0,448,320,21,5
s,4.0,18261517126.87209,1377239.04,64715489.28,6886195.2,512,384,21,5
m,4.0,36523034253.74418,1377239.04,64715489.28,6886195.2,512,384,21,5
l,4.0,91307585634.36046,1377239.04,64715489.28,6886195.2,512,384,21,5
xl,4.0,182615171268.72092,1377239.04,64715489.28,6886195.2,512,384,21,5
s,4.0,16031198918.989326,1377239.04,81905541.12,6886195.2,576,384,21,5
m,4.0,32062397837.978653,1377239.04,81905541.12,6886195.2,576,384,21,5
l,4.0,80155994594.94664,1377239.04,81905541.12,6886195.2,576,384,21,5
xl,4.0,160311989189.89328,1377239.04,81905541.12,6886195.2,576,384,21,5
s,4.0,14312460037.035334,1874575.3599999999,81905541.12,9372876.799999999,576,448,21,5
m,4.0,28624920074.070667,1874575.3599999999,81905541.12,9372876.799999999,576,448,21,5
l,4.0,71562300185.17667,1874575.3599999999,81905541.12,9372876.799999999,576,448,21,5
xl,4.0,143124600370.35333,1874575.3599999999,81905541.12,9372876.799999999,576,448,21,5
s,4.0,12777530622.854778,1874575.3599999999,101117952.0,9372876.799999999,640,448,21,5
m,4.0,25555061245.709557,1874575.3599999999,101117952.0,9372876.799999999,640,448,21,5
l,4.0,63887653114.27389,1874575.3599999999,101117952.0,9372876.799999999,640,448,21,5
xl,4.0,127775306228.54778,1874575.3599999999,101117952.0,9372876.799999999,640,448,21,5
s,4.0,10413645980.377138,2448424.96,122352721.92,12242124.8,704,512,21,5
m,4.0,20827291960.754276,2448424.96,122352721.92,12242124.8,704,512,21,5
l,4.0,52068229901.8857,2448424.96,122352721.92,12242124.8,704,512,21,5
xl,4.0,104136459803.7714,2448424.96,122352721.92,12242124.8,704,512,21,5
l,4.0,47182890061.78256,2448424.96,145609850.88,12242124.8,768,512,21,5
xl,4.0,94365780123.56512,2448424.96,145609850.88,12242124.8,768,512,21,5
l,4.0,43224642542.16514,3098787.84,145609850.88,15493939.2,768,576,21,5
xl,4.0,86449285084.33028,3098787.84,145609850.88,15493939.2,768,576,21,5
l,4.0,39559366734.062416,3098787.84,170889338.88,15493939.2,832,576,21,5
xl,4.0,79118733468.12483,3098787.84,170889338.88,15493939.2,832,576,21,5
l,4.0,36442321925.4452,3825664.0,170889338.88,19128320.0,832,640,21,5
xl,4.0,72884643850.8904,3825664.0,170889338.88,19128320.0,832,640,21,5
l,4.0,33625774054.020466,3825664.0,198191185.92,19128320.0,896,640,21,5
xl,4.0,67251548108.04093,3825664.0,198191185.92,19128320.0,896,640,21,5
l,4.0,31063116525.205235,3825664.0,227515392.0,19128320.0,960,640,21,5
xl,4.0,62126233050.41047,3825664.0,227515392.0,19128320.0,960,640,21,5
l,4.0,31130746825.520546,4629053.4399999995,198191185.92,23145267.199999996,896,704,21,5
xl,4.0,62261493651.04109,4629053.4399999995,198191185.92,23145267.199999996,896,704,21,5
l,4.0,28921786524.87117,4629053.4399999995,227515392.0,23145267.199999996,960,704,21,5
xl,4.0,57843573049.74234,4629053.4399999995,227515392.0,23145267.199999996,960,704,21,5
xl,4.0,53786001832.44175,4629053.4399999995,258861957.12,23145267.199999996,1024,704,21,5
xl,4.0,50264872878.86579,5508956.16,258861957.12,27544780.8,1024,768,21,5
xl,4.0,47000695723.09837,5508956.16,292230881.28000003,27544780.8,1088,768,21,5
xl,4.0,43984210555.1324,5508956.16,327622164.48,27544780.8,1152,768,21,5
xl,4.0,44073526347.876854,6465372.16,292230881.28000003,32326860.8,1088,832,21,5
xl,4.0,41410425578.85282,6465372.16,327622164.48,32326860.8,1152,832,21,5
xl,4.0,38952564469.44213,7498301.4399999995,327622164.48,37491507.199999996,1152,896,21,5
s,4.0,103022559929.62422,153026.56,9543352.32,765132.8,192,128,22,5
m,4.0,206045119859.24844,153026.56,9543352.32,765132.8,192,128,22,5
s,4.0,59903295187.29834,344309.76,16965959.68,1721548.8,256,192,22,5
m,4.0,119806590374.59668,344309.76,16965959.68,1721548.8,256,192,22,5
l,4.0,299516475936.4917,344309.76,16965959.68,1721548.8,256,192,22,5
s,4.0,39064217848.979904,612106.24,26509312.0,3060531.2,320,256,22,5
m,4.0,78128435697.95981,612106.24,26509312.0,3060531.2,320,256,22,5
l,4.0,195321089244.89954,612106.24,26509312.0,3060531.2,320,256,22,5
xl,4.0,390642178489.7991,612106.24,26509312.0,3060531.2,320,256,22,5
s,4.0,32107874897.609272,612106.24,38173409.28,3060531.2,384,256,22,5
m,4.0,64215749795.218544,612106.24,38173409.28,3060531.2,384,256,22,5
l,4.0,160539374488.04636,612106.24,38173409.28,3060531.2,384,256,22,5
xl,4.0,321078748976.0927,612106.24,38173409.28,3060531.2,384,256,22,5
s,4.0,23375226526.515244,956416.0,51958251.519999996,4782080.0,448,320,22,5
m,4.0,46750453053.03049,956416.0,51958251.519999996,4782080.0,448,320,22,5
l,4.0,116876132632.57622,956416.0,51958251.519999996,4782080.0,448,320,22,5
xl,4.0,233752265265.15244,956416.0,51958251.519999996,4782080.0,448,320,22,5
s,4.0,17751268610.74243,1377239.04,67863838.72,6886195.2,512,384,22,5
m,4.0,35502537221.48486,1377239.04,67863838.72,6886195.2,512,384,22,5
l,4.0,88756343053.71217,1377239.04,67863838.72,6886195.2,512,384,22,5
xl,4.0,177512686107.42435,1377239.04,67863838.72,6886195.2,512,384,22,5
s,4.0,15548427260.909744,1377239.04,85890170.88,6886195.2,576,384,22,5
m,4.0,31096854521.81949,1377239.04,85890170.88,6886195.2,576,384,22,5
l,4.0,77742136304.54872,1377239.04,85890170.88,6886195.2,576,384,22,5
xl,4.0,155484272609.09744,1377239.04,85890170.88,6886195.2,576,384,22,5
s,4.0,13926410724.461067,1874575.3599999999,85890170.88,9372876.799999999,576,448,22,5
m,4.0,27852821448.922134,1874575.3599999999,85890170.88,9372876.799999999,576,448,22,5
l,4.0,69632053622.30533,1874575.3599999999,85890170.88,9372876.799999999,576,448,22,5
xl,4.0,139264107244.61066,1874575.3599999999,85890170.88,9372876.799999999,576,448,22,5
s,4.0,12407120395.972713,1874575.3599999999,106037248.0,9372876.799999999,640,448,22,5
m,4.0,24814240791.945427,1874575.3599999999,106037248.0,9372876.799999999,640,448,22,5
l,4.0,62035601979.86357,1874575.3599999999,106037248.0,9372876.799999999,640,448,22,5
xl,4.0,124071203959.72714,1874575.3599999999,106037248.0,9372876.799999999,640,448,22,5
s,4.0,11211219709.383085,2448424.96,106037248.0,12242124.8,640,512,22,5
m,4.0,22422439418.76617,2448424.96,106037248.0,12242124.8,640,512,22,5
l,4.0,56056098546.91542,2448424.96,106037248.0,12242124.8,640,512,22,5
xl,4.0,112112197093.83084,2448424.96,106037248.0,12242124.8,640,512,22,5
l,4.0,50606819653.88407,2448424.96,128305070.08,12242124.8,704,512,22,5
xl,4.0,101213639307.76814,2448424.96,128305070.08,12242124.8,704,512,22,5
l,4.0,45780356158.68936,2448424.96,152693637.12,12242124.8,768,512,22,5
xl,4.0,91560712317.37872,2448424.96,152693637.12,12242124.8,768,512,22,5
l,4.0,42044616827.104355,3098787.84,152693637.12,15493939.2,768,576,22,5
xl,4.0,84089233654.20871,3098787.84,152693637.12,15493939.2,768,576,22,5
l,4.0,38417444597.176636,3098787.84,179202949.12,15493939.2,832,576,22,5
xl,4.0,76834889194.35327,3098787.84,179202949.12,15493939.2,832,576,22,5
l,4.0,35471054491.27182,3825664.0,179202949.12,19128320.0,832,640,22,5
xl,4.0,70942108982.54364,3825664.0,179202949.12,19128320.0,832,640,22,5
l,4.0,32679822222.436394,3825664.0,207833006.07999998,19128320.0,896,640,22,5
xl,4.0,65359644444.87279,3825664.0,207833006.07999998,19128320.0,896,640,22,5
xl,4.0,60295121950.984215,3825664.0,238583808.0,19128320.0,960,640,22,5
l,4.0,30318269963.336994,4629053.4399999995,207833006.07999998,23145267.199999996,896,704,22,5
xl,4.0,60636539926.67399,4629053.4399999995,207833006.07999998,23145267.199999996,896,704,22,5
xl,4.0,56252983343.21982,4629053.4399999995,238583808.0,23145267.199999996,960,704,22,5
xl,4.0,52238055663.26067,4629053.4399999995,271455354.88,23145267.199999996,1024,704,22,5
xl,4.0,52412972669.95731,5508956.16,238583808.0,27544780.8,960,768,22,5
xl,4.0,48910414938.99429,5508956.16,271455354.88,27544780.8,1024,768,22,5
xl,4.0,45676682155.49074,5508956.16,306447646.72,27544780.8,1088,768,22,5
xl,4.0,42695553683.12668,5508956.16,343560683.52,27544780.8,1152,768,22,5
xl,4.0,45748542289.675804,6465372.16,271455354.88,32326860.8,1024,832,22,5
xl,4.0,42907248402.06954,6465372.16,306447646.72,32326860.8,1088,832,22,5
s,4.0,58188811876.07395,344309.76,17753047.04,1721548.8,256,192,23,5
m,4.0,116377623752.1479,344309.76,17753047.04,1721548.8,256,192,23,5
l,4.0,290944059380.36975,344309.76,17753047.04,1721548.8,256,192,23,5
s,4.0,38014230508.58649,612106.24,27739136.0,3060531.2,320,256,23,5
m,4.0,76028461017.17297,612106.24,27739136.0,3060531.2,320,256,23,5
l,4.0,190071152542.93243,612106.24,27739136.0,3060531.2,320,256,23,5
xl,4.0,380142305085.86487,612106.24,27739136.0,3060531.2,320,256,23,5
