FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
xl,1.5,138559270548.09152,344309.76,25279488.0,2754478.08,320,192,21,8
l,1.5,42176796709.94533,612106.24,49547796.48,4896849.92,448,256,21,8
xl,1.5,84353593419.89066,612106.24,49547796.48,4896849.92,448,256,21,8
l,1.5,33304165491.90885,956416.0,64715489.28,7651328.0,512,320,21,8
xl,1.5,66608330983.8177,956416.0,64715489.28,7651328.0,512,320,21,8
l,1.5,28565775329.403706,956416.0,81905541.12,7651328.0,576,320,21,8
xl,1.5,57131550658.80741,956416.0,81905541.12,7651328.0,576,320,21,8
xl,1.5,47038033258.818665,1377239.04,101117952.0,11017912.32,640,384,21,8
xl,1.5,41385693345.366974,1377239.04,122352721.92,11017912.32,704,384,21,8
s,1.5,13306887909.163828,344309.76,26509312.0,2754478.08,320,192,22,8
m,1.5,26613775818.327656,344309.76,26509312.0,2754478.08,320,192,22,8
l,1.5,66534439545.81914,344309.76,26509312.0,2754478.08,320,192,22,8
xl,1.5,133068879091.63828,344309.76,26509312.0,2754478.08,320,192,22,8
l,1.5,40516611022.71433,612106.24,51958251.519999996,4896849.92,448,256,22,8
xl,1.5,81033222045.42867,612106.24,51958251.519999996,4896849.92,448,256,22,8
l,1.5,32035585809.409225,956416.0,67863838.72,7651328.0,512,320,22,8
xl,1.5,64071171618.81845,956416.0,67863838.72,7651328.0,512,320,22,8
l,1.5,27447558229.73568,956416.0,85890170.88,7651328.0,576,320,22,8
xl,1.5,54895116459.47136,956416.0,85890170.88,7651328.0,576,320,22,8
xl,1.5,45247003299.61365,1377239.04,106037248.0,11017912.32,640,384,22,8
xl,1.5,39772940327.78127,1377239.04,128305070.08,11017912.32,704,384,22,8
s,1.5,12799701549.461369,344309.76,27739136.0,2754478.08,320,192,23,8
m,1.5,25599403098.922737,344309.76,27739136.0,2754478.08,320,192,23,8
l,1.5,63998507747.30685,344309.76,27739136.0,2754478.08,320,192,23,8
xl,1.5,127997015494.6137,344309.76,27739136.0,2754478.08,320,192,23,8
l,1.5,38982173643.62914,612106.24,54368706.56,4896849.92,448,256,23,8
xl,1.5,77964347287.25829,612106.24,54368706.56,4896849.92,448,256,23,8
l,1.5,30860102258.13853,956416.0,71012188.16,7651328.0,512,320,23,8
xl,1.5,61720204516.27706,956416.0,71012188.16,7651328.0,512,320,23,8
xl,1.5,52827178392.85436,956416.0,89874800.63999999,7651328.0,576,320,23,8
xl,1.5,43587361730.1977,1377239.04,110956544.0,11017912.32,640,384,23,8
s,1.5,24766450391.492203,153026.56,10428825.6,1224212.48,192,128,24,8
m,1.5,49532900782.984406,153026.56,10428825.6,1224212.48,192,128,24,8
s,1.5,12329758000.742487,344309.76,28968960.0,2754478.08,320,192,24,8
m,1.5,24659516001.484974,344309.76,28968960.0,2754478.08,320,192,24,8
l,1.5,61648790003.71243,344309.76,28968960.0,2754478.08,320,192,24,8
xl,1.5,123297580007.42487,344309.76,28968960.0,2754478.08,320,192,24,8
s,1.5,9142189393.16458,612106.24,41715302.4,4896849.92,384,256,24,8
m,1.5,18284378786.32916,612106.24,41715302.4,4896849.92,384,256,24,8
l,1.5,45710946965.8229,612106.24,41715302.4,4896849.92,384,256,24,8
xl,1.5,91421893931.6458,612106.24,41715302.4,4896849.92,384,256,24,8
l,1.5,37559719112.05045,612106.24,56779161.6,4896849.92,448,256,24,8
xl,1.5,75119438224.1009,612106.24,56779161.6,4896849.92,448,256,24,8
l,1.5,29767829523.89069,956416.0,74160537.6,7651328.0,512,320,24,8
xl,1.5,59535659047.78138,956416.0,74160537.6,7651328.0,512,320,24,8
xl,1.5,50909385640.0005,956416.0,93859430.4,7651328.0,576,320,24,8
xl,1.5,48305128393.949234,1377239.04,93859430.4,11017912.32,576,384,24,8
xl,1.5,42045162375.914566,1377239.04,115875840.0,11017912.32,640,384,24,8
s,1.5,12169098837.926996,344309.76,28968960.0,3098787.84,320,192,24,9
m,1.5,24338197675.853992,344309.76,28968960.0,3098787.84,320,192,24,9
l,1.5,60845494189.63499,344309.76,28968960.0,3098787.84,320,192,24,9
xl,1.5,121690988379.26997,344309.76,28968960.0,3098787.84,320,192,24,9
l,1.5,37048326249.32978,612106.24,56779161.6,5508956.16,448,256,24,9
xl,1.5,74096652498.65956,612106.24,56779161.6,5508956.16,448,256,24,9
l,1.5,29278156669.29201,956416.0,74160537.6,8607744.0,512,320,24,9
xl,1.5,58556313338.58402,956416.0,74160537.6,8607744.0,512,320,24,9
xl,1.5,50191568609.25951,956416.0,93859430.4,8607744.0,576,320,24,9
xl,1.5,41352163066.14816,1377239.04,115875840.0,12395151.36,640,384,24,9
s,2.0,76129998171.9056,344309.76,7083786.24,688619.52,384,192,4,2
m,2.0,152259996343.8112,344309.76,7083786.24,688619.52,384,192,4,2
s,2.0,47493417488.32559,612106.24,12593397.76,1224212.48,512,256,4,2
m,2.0,94986834976.65118,612106.24,12593397.76,1224212.48,512,256,4,2
s,2.0,32524031356.288536,956416.0,19677184.0,1912832.0,640,320,4,2
m,2.0,65048062712.57707,956416.0,19677184.0,1912832.0,640,320,4,2
l,2.0,162620156781.44266,956416.0,19677184.0,1912832.0,640,320,4,2
s,2.0,28874798356.88814,956416.0,23809392.64,1912832.0,704,320,4,2
m,2.0,57749596713.77628,956416.0,23809392.64,1912832.0,704,320,4,2
l,2.0,144373991784.4407,956416.0,23809392.64,1912832.0,704,320,4,2
xl,2.0,288747983568.8814,956416.0,23809392.64,1912832.0,704,320,4,2
s,2.0,26296877866.359688,1377239.04,23809392.64,2754478.08,704,384,4,2
m,2.0,52593755732.719376,1377239.04,23809392.64,2754478.08,704,384,4,2
l,2.0,131484389331.79843,1377239.04,23809392.64,2754478.08,704,384,4,2
xl,2.0,262968778663.59686,1377239.04,23809392.64,2754478.08,704,384,4,2
s,2.0,23692041608.956642,1377239.04,28335144.96,2754478.08,768,384,4,2
m,2.0,47384083217.913284,1377239.04,28335144.96,2754478.08,768,384,4,2
l,2.0,118460208044.78322,1377239.04,28335144.96,2754478.08,768,384,4,2
xl,2.0,236920416089.56644,1377239.04,28335144.96,2754478.08,768,384,4,2
s,2.0,21420448990.158466,1377239.04,33254440.96,2754478.08,832,384,4,2
m,2.0,42840897980.31693,1377239.04,33254440.96,2754478.08,832,384,4,2
l,2.0,107102244950.79233,1377239.04,33254440.96,2754478.08,832,384,4,2
xl,2.0,214204489901.58466,1377239.04,33254440.96,2754478.08,832,384,4,2
s,2.0,19735697019.347675,1874575.3599999999,33254440.96,3749150.7199999997,832,448,4,2
m,2.0,39471394038.69535,1874575.3599999999,33254440.96,3749150.7199999997,832,448,4,2
l,2.0,98678485096.73837,1874575.3599999999,33254440.96,3749150.7199999997,832,448,4,2
xl,2.0,197356970193.47675,1874575.3599999999,33254440.96,3749150.7199999997,832,448,4,2
s,2.0,18037238187.034653,1874575.3599999999,38567280.64,3749150.7199999997,896,448,4,2
m,2.0,36074476374.069305,1874575.3599999999,38567280.64,3749150.7199999997,896,448,4,2
l,2.0,90186190935.17326,1874575.3599999999,38567280.64,3749150.7199999997,896,448,4,2
xl,2.0,180372381870.34653,1874575.3599999999,38567280.64,3749150.7199999997,896,448,4,2
s,2.0,16526939196.475767,1874575.3599999999,44273664.0,3749150.7199999997,960,448,4,2
m,2.0,33053878392.951534,1874575.3599999999,44273664.0,3749150.7199999997,960,448,4,2
l,2.0,82634695982.37883,1874575.3599999999,44273664.0,3749150.7199999997,960,448,4,2
xl,2.0,165269391964.75766,1874575.3599999999,44273664.0,3749150.7199999997,960,448,4,2
s,2.0,15365064290.575756,2448424.96,44273664.0,4896849.92,960,512,4,2
m,2.0,30730128581.151512,2448424.96,44273664.0,4896849.92,960,512,4,2
l,2.0,76825321452.87878,2448424.96,44273664.0,4896849.92,960,512,4,2
xl,2.0,153650642905.75757,2448424.96,44273664.0,4896849.92,960,512,4,2
s,2.0,14195617185.64208,2448424.96,50373591.04,4896849.92,1024,512,4,2
m,2.0,28391234371.28416,2448424.96,50373591.04,4896849.92,1024,512,4,2
l,2.0,70978085928.2104,2448424.96,50373591.04,4896849.92,1024,512,4,2
xl,2.0,141956171856.4208,2448424.96,50373591.04,4896849.92,1024,512,4,2
s,2.0,13140430965.768274,2448424.96,56867061.76,4896849.92,1088,512,4,2
m,2.0,26280861931.53655,2448424.96,56867061.76,4896849.92,1088,512,4,2
l,2.0,65702154828.84137,2448424.96,56867061.76,4896849.92,1088,512,4,2
xl,2.0,131404309657.68274,2448424.96,56867061.76,4896849.92,1088,512,4,2
s,2.0,12305173080.58752,3098787.84,56867061.76,6197575.68,1088,576,4,2
m,2.0,24610346161.17504,3098787.84,56867061.76,6197575.68,1088,576,4,2
l,2.0,61525865402.9376,3098787.84,56867061.76,6197575.68,1088,576,4,2
xl,2.0,123051730805.8752,3098787.84,56867061.76,6197575.68,1088,576,4,2
l,2.0,57327274700.765205,3098787.84,63754076.16,6197575.68,1152,576,4,2
xl,2.0,114654549401.53041,3098787.84,63754076.16,6197575.68,1152,576,4,2
l,2.0,53495639617.49094,3098787.84,71034634.24000001,6197575.68,1216,576,4,2
xl,2.0,106991279234.98187,3098787.84,71034634.24000001,6197575.68,1216,576,4,2
l,2.0,50392363163.625656,3825664.0,71034634.24000001,7651328.0,1216,640,4,2
xl,2.0,100784726327.25131,3825664.0,71034634.24000001,7651328.0,1216,640,4,2
l,2.0,47275251186.64662,3825664.0,78708736.0,7651328.0,1280,640,4,2
xl,2.0,94550502373.29324,3825664.0,78708736.0,7651328.0,1280,640,4,2
l,2.0,44599214135.87235,4629053.4399999995,78708736.0,9258106.879999999,1280,704,4,2
xl,2.0,89198428271.7447,4629053.4399999995,78708736.0,9258106.879999999,1280,704,4,2
s,2.0,47081698543.76382,612106.24,12052275.2,1224212.48,448,256,5,2
m,2.0,94163397087.52763,612106.24,12052275.2,1224212.48,448,256,5,2
s,2.0,31333965627.69253,956416.0,19923148.799999997,1912832.0,576,320,5,2
m,2.0,62667931255.38506,956416.0,19923148.799999997,1912832.0,576,320,5,2
l,2.0,156669828138.46265,956416.0,19923148.799999997,1912832.0,576,320,5,2
s,2.0,25127156275.859867,1377239.04,24596480.0,2754478.08,640,384,5,2
m,2.0,50254312551.719734,1377239.04,24596480.0,2754478.08,640,384,5,2
l,2.0,125635781379.29933,1377239.04,24596480.0,2754478.08,640,384,5,2
xl,2.0,251271562758.59866,1377239.04,24596480.0,2754478.08,640,384,5,2
s,2.0,22394006587.03401,1377239.04,29761740.8,2754478.08,704,384,5,2
m,2.0,44788013174.06802,1377239.04,29761740.8,2754478.08,704,384,5,2
l,2.0,111970032935.17006,1377239.04,29761740.8,2754478.08,704,384,5,2
xl,2.0,223940065870.34012,1377239.04,29761740.8,2754478.08,704,384,5,2
s,2.0,18564509657.180695,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2
m,2.0,37129019314.36139,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2
l,2.0,92822548285.90347,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2
xl,2.0,185645096571.80695,1874575.3599999999,35418931.2,3749150.7199999997,768,448,5,2
s,2.0,16817649333.487766,1874575.3599999999,41568051.2,3749150.7199999997,832,448,5,2
m,2.0,33635298666.975533,1874575.3599999999,41568051.2,3749150.7199999997,832,448,5,2
l,2.0,84088246667.43883,1874575.3599999999,41568051.2,3749150.7199999997,832,448,5,2
xl,2.0,168176493334.87766,1874575.3599999999,41568051.2,3749150.7199999997,832,448,5,2
s,2.0,15616025938.373995,2448424.96,41568051.2,4896849.92,832,512,5,2
m,2.0,31232051876.74799,2448424.96,41568051.2,4896849.92,832,512,5,2
l,2.0,78080129691.86996,2448424.96,41568051.2,4896849.92,832,512,5,2
xl,2.0,156160259383.73993,2448424.96,41568051.2,4896849.92,832,512,5,2
s,2.0,14285541618.413536,2448424.96,48209100.8,4896849.92,896,512,5,2
m,2.0,28571083236.827072,2448424.96,48209100.8,4896849.92,896,512,5,2
l,2.0,71427708092.06767,2448424.96,48209100.8,4896849.92,896,512,5,2
xl,2.0,142855416184.13535,2448424.96,48209100.8,4896849.92,896,512,5,2
s,2.0,13100346212.176794,2448424.96,55342080.0,4896849.92,960,512,5,2
m,2.0,26200692424.35359,2448424.96,55342080.0,4896849.92,960,512,5,2
l,2.0,65501731060.88397,2448424.96,55342080.0,4896849.92,960,512,5,2
xl,2.0,131003462121.76794,2448424.96,55342080.0,4896849.92,960,512,5,2
s,2.0,12270015444.042671,3098787.84,55342080.0,6197575.68,960,576,5,2
m,2.0,24540030888.085342,3098787.84,55342080.0,6197575.68,960,576,5,2
l,2.0,61350077220.213356,3098787.84,55342080.0,6197575.68,960,576,5,2
xl,2.0,122700154440.42671,3098787.84,55342080.0,6197575.68,960,576,5,2
l,2.0,56688409474.37507,3098787.84,62966988.8,6197575.68,1024,576,5,2
xl,2.0,113376818948.75014,3098787.84,62966988.8,6197575.68,1024,576,5,2
l,2.0,52481118166.96934,3098787.84,71083827.2,6197575.68,1088,576,5,2
xl,2.0,104962236333.93867,3098787.84,71083827.2,6197575.68,1088,576,5,2
l,2.0,49491140800.72771,3825664.0,71083827.2,7651328.0,1088,640,5,2
xl,2.0,98982281601.45541,3825664.0,71083827.2,7651328.0,1088,640,5,2
l,2.0,46096528283.8562,3825664.0,79692595.19999999,7651328.0,1152,640,5,2
xl,2.0,92193056567.7124,3825664.0,79692595.19999999,7651328.0,1152,640,5,2
l,2.0,43000823992.10953,3825664.0,88793292.80000001,7651328.0,1216,640,5,2
xl,2.0,86001647984.21906,3825664.0,88793292.80000001,7651328.0,1216,640,5,2
l,2.0,43548676003.74808,4629053.4399999995,79692595.19999999,9258106.879999999,1152,704,5,2
xl,2.0,87097352007.49615,4629053.4399999995,79692595.19999999,9258106.879999999,1152,704,5,2
l,2.0,40775432493.203896,4629053.4399999995,88793292.80000001,9258106.879999999,1216,704,5,2
xl,2.0,81550864986.40779,4629053.4399999995,88793292.80000001,9258106.879999999,1216,704,5,2
l,2.0,38226122381.0935,4629053.4399999995,98385920.0,9258106.879999999,1280,704,5,2
xl,2.0,76452244762.187,4629053.4399999995,98385920.0,9258106.879999999,1280,704,5,2
l,2.0,36301115525.26481,5508956.16,98385920.0,11017912.32,1280,768,5,2
xl,2.0,72602231050.52962,5508956.16,98385920.0,11017912.32,1280,768,5,2
s,2.0,68791257694.38474,344309.76,7378944.0,688619.52,320,192,6,2
m,2.0,137582515388.76947,344309.76,7378944.0,688619.52,320,192,6,2
s,2.0,49100516251.46956,612106.24,10625679.36,1224212.48,384,256,6,2
m,2.0,98201032502.93912,612106.24,10625679.36,1224212.48,384,256,6,2
s,2.0,40943152038.36629,612106.24,14462730.24,1224212.48,448,256,6,2
m,2.0,81886304076.73257,612106.24,14462730.24,1224212.48,448,256,6,2
l,2.0,204715760191.83142,612106.24,14462730.24,1224212.48,448,256,6,2
s,2.0,31516483211.48708,956416.0,18890096.64,1912832.0,512,320,6,2
m,2.0,63032966422.97416,956416.0,18890096.64,1912832.0,512,320,6,2
l,2.0,157582416057.4354,956416.0,18890096.64,1912832.0,512,320,6,2
s,2.0,27268295490.52374,956416.0,23907778.56,1912832.0,576,320,6,2
m,2.0,54536590981.04748,956416.0,23907778.56,1912832.0,576,320,6,2
l,2.0,136341477452.61868,956416.0,23907778.56,1912832.0,576,320,6,2
xl,2.0,272682954905.23737,956416.0,23907778.56,1912832.0,576,320,6,2
s,2.0,24957773045.30482,1377239.04,23907778.56,2754478.08,576,384,6,2
m,2.0,49915546090.60964,1377239.04,23907778.56,2754478.08,576,384,6,2
l,2.0,124788865226.52411,1377239.04,23907778.56,2754478.08,576,384,6,2
xl,2.0,249577730453.04822,1377239.04,23907778.56,2754478.08,576,384,6,2
s,2.0,22000452033.60774,1377239.04,29515776.0,2754478.08,640,384,6,2
m,2.0,44000904067.21548,1377239.04,29515776.0,2754478.08,640,384,6,2
l,2.0,110002260168.03868,1377239.04,29515776.0,2754478.08,640,384,6,2
xl,2.0,220004520336.07736,1377239.04,29515776.0,2754478.08,640,384,6,2
s,2.0,18093807795.240864,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2
m,2.0,36187615590.48173,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2
l,2.0,90469038976.20432,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2
xl,2.0,180938077952.40863,1874575.3599999999,35714088.96,3749150.7199999997,704,448,6,2
s,2.0,16249875304.956861,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2
m,2.0,32499750609.913723,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2
l,2.0,81249376524.78432,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2
xl,2.0,162498753049.56863,1874575.3599999999,42502717.44,3749150.7199999997,768,448,6,2
s,2.0,15125304703.498337,2448424.96,42502717.44,4896849.92,768,512,6,2
m,2.0,30250609406.996674,2448424.96,42502717.44,4896849.92,768,512,6,2
l,2.0,75626523517.49168,2448424.96,42502717.44,4896849.92,768,512,6,2
xl,2.0,151253047034.98337,2448424.96,42502717.44,4896849.92,768,512,6,2
s,2.0,13730885574.717398,2448424.96,49881661.44,4896849.92,832,512,6,2
m,2.0,27461771149.434795,2448424.96,49881661.44,4896849.92,832,512,6,2
l,2.0,68654427873.58699,2448424.96,49881661.44,4896849.92,832,512,6,2
xl,2.0,137308855747.17398,2448424.96,49881661.44,4896849.92,832,512,6,2
s,2.0,12502282416.677988,2448424.96,57850920.96,4896849.92,896,512,6,2
m,2.0,25004564833.355976,2448424.96,57850920.96,4896849.92,896,512,6,2
l,2.0,62511412083.38994,2448424.96,57850920.96,4896849.92,896,512,6,2
xl,2.0,125022824166.77988,2448424.96,57850920.96,4896849.92,896,512,6,2
s,2.0,11743839891.860165,3098787.84,57850920.96,6197575.68,896,576,6,2
m,2.0,23487679783.72033,3098787.84,57850920.96,6197575.68,896,576,6,2
l,2.0,58719199459.30083,3098787.84,57850920.96,6197575.68,896,576,6,2
xl,2.0,117438398918.60165,3098787.84,57850920.96,6197575.68,896,576,6,2
l,2.0,53907982699.598335,3098787.84,66410496.0,6197575.68,960,576,6,2
xl,2.0,107815965399.19667,3098787.84,66410496.0,6197575.68,960,576,6,2
l,2.0,49606621554.706635,3098787.84,75560386.56,6197575.68,1024,576,6,2
xl,2.0,99213243109.41327,3098787.84,75560386.56,6197575.68,1024,576,6,2
l,2.0,50758090352.32449,3825664.0,66410496.0,7651328.0,960,640,6,2
xl,2.0,101516180704.64899,3825664.0,66410496.0,7651328.0,960,640,6,2
l,2.0,46926846281.4308,3825664.0,75560386.56,7651328.0,1024,640,6,2
xl,2.0,93853692562.8616,3825664.0,75560386.56,7651328.0,1024,640,6,2
l,2.0,43465444807.252716,3825664.0,85300592.64,7651328.0,1088,640,6,2
xl,2.0,86930889614.50543,3825664.0,85300592.64,7651328.0,1088,640,6,2
l,2.0,40335027358.01642,3825664.0,95631114.24,7651328.0,1152,640,6,2
xl,2.0,80670054716.03284,3825664.0,95631114.24,7651328.0,1152,640,6,2
l,2.0,41192973831.11212,4629053.4399999995,85300592.64,9258106.879999999,1088,704,6,2
xl,2.0,82385947662.22424,4629053.4399999995,85300592.64,9258106.879999999,1088,704,6,2
l,2.0,38370703082.90734,4629053.4399999995,95631114.24,9258106.879999999,1152,704,6,2
xl,2.0,76741406165.81468,4629053.4399999995,95631114.24,9258106.879999999,1152,704,6,2
l,2.0,35796537402.42619,4629053.4399999995,106551951.36000001,9258106.879999999,1216,704,6,2
xl,2.0,71593074804.85239,4629053.4399999995,106551951.36000001,9258106.879999999,1216,704,6,2
l,2.0,36431476340.42699,5508956.16,95631114.24,11017912.32,1152,768,6,2
xl,2.0,72862952680.85397,5508956.16,95631114.24,11017912.32,1152,768,6,2
l,2.0,34103033897.564476,5508956.16,106551951.36000001,11017912.32,1216,768,6,2
xl,2.0,68206067795.12895,5508956.16,106551951.36000001,11017912.32,1216,768,6,2
xl,2.0,63927246873.550545,5508956.16,118063104.0,11017912.32,1280,768,6,2
xl,2.0,60992634853.40798,6465372.16,118063104.0,12930744.32,1280,832,6,2
s,2.0,43716744148.12559,612106.24,12396625.92,1224212.48,384,256,7,2
m,2.0,87433488296.25117,612106.24,12396625.92,1224212.48,384,256,7,2
s,2.0,32880242538.978447,956416.0,16873185.28,1912832.0,448,320,7,2
m,2.0,65760485077.956894,956416.0,16873185.28,1912832.0,448,320,7,2
l,2.0,164401212694.89224,956416.0,16873185.28,1912832.0,448,320,7,2
s,2.0,28039527892.232887,956416.0,22038446.08,1912832.0,512,320,7,2
m,2.0,56079055784.465775,956416.0,22038446.08,1912832.0,512,320,7,2
l,2.0,140197639461.16443,956416.0,22038446.08,1912832.0,512,320,7,2
s,2.0,22308454930.117855,1377239.04,27892408.32,2754478.08,576,384,7,2
m,2.0,44616909860.23571,1377239.04,27892408.32,2754478.08,576,384,7,2
l,2.0,111542274650.58928,1377239.04,27892408.32,2754478.08,576,384,7,2
xl,2.0,223084549301.17856,1377239.04,27892408.32,2754478.08,576,384,7,2
s,2.0,18150504377.251144,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2
m,2.0,36301008754.50229,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2
l,2.0,90752521886.25572,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2
xl,2.0,181505043772.51144,1874575.3599999999,34435072.0,3749150.7199999997,640,448,7,2
s,2.0,16156392974.060858,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2
m,2.0,32312785948.121716,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2
l,2.0,80781964870.30429,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2
xl,2.0,161563929740.60858,1874575.3599999999,41666437.120000005,3749150.7199999997,704,448,7,2
s,2.0,15044281265.263624,2448424.96,41666437.120000005,4896849.92,704,512,7,2
m,2.0,30088562530.52725,2448424.96,41666437.120000005,4896849.92,704,512,7,2
l,2.0,75221406326.31813,2448424.96,41666437.120000005,4896849.92,704,512,7,2
xl,2.0,150442812652.63626,2448424.96,41666437.120000005,4896849.92,704,512,7,2
s,2.0,13552507697.043745,2448424.96,49586503.68,4896849.92,768,512,7,2
m,2.0,27105015394.08749,2448424.96,49586503.68,4896849.92,768,512,7,2
l,2.0,67762538485.21873,2448424.96,49586503.68,4896849.92,768,512,7,2
xl,2.0,135525076970.43745,2448424.96,49586503.68,4896849.92,768,512,7,2
s,2.0,12251861481.183323,2448424.96,58195271.68,4896849.92,832,512,7,2
m,2.0,24503722962.366646,2448424.96,58195271.68,4896849.92,832,512,7,2
l,2.0,61259307405.91662,2448424.96,58195271.68,4896849.92,832,512,7,2
xl,2.0,122518614811.83324,2448424.96,58195271.68,4896849.92,832,512,7,2
s,2.0,11522611785.318483,3098787.84,58195271.68,6197575.68,832,576,7,2
m,2.0,23045223570.636967,3098787.84,58195271.68,6197575.68,832,576,7,2
l,2.0,57613058926.592415,3098787.84,58195271.68,6197575.68,832,576,7,2
xl,2.0,115226117853.18483,3098787.84,58195271.68,6197575.68,832,576,7,2
l,2.0,52556575867.336205,3098787.84,67492741.12,6197575.68,896,576,7,2
xl,2.0,105113151734.67241,3098787.84,67492741.12,6197575.68,896,576,7,2
l,2.0,49558239911.055626,3825664.0,67492741.12,7651328.0,896,640,7,2
xl,2.0,99116479822.11125,3825664.0,67492741.12,7651328.0,896,640,7,2
l,2.0,45554925318.348755,3825664.0,77478912.0,7651328.0,960,640,7,2
xl,2.0,91109850636.69751,3825664.0,77478912.0,7651328.0,960,640,7,2
l,2.0,41967305672.009346,3825664.0,88153784.32,7651328.0,1024,640,7,2
xl,2.0,83934611344.01869,3825664.0,88153784.32,7651328.0,1024,640,7,2
l,2.0,43064975393.04515,4629053.4399999995,77478912.0,9258106.879999999,960,704,7,2
xl,2.0,86129950786.0903,4629053.4399999995,77478912.0,9258106.879999999,960,704,7,2
l,2.0,39844962625.65457,4629053.4399999995,88153784.32,9258106.879999999,1024,704,7,2
xl,2.0,79689925251.30914,4629053.4399999995,88153784.32,9258106.879999999,1024,704,7,2
l,2.0,36931536145.74886,4629053.4399999995,99517358.08,9258106.879999999,1088,704,7,2
xl,2.0,73863072291.49773,4629053.4399999995,99517358.08,9258106.879999999,1088,704,7,2
l,2.0,34293212307.28674,4629053.4399999995,111569633.28,9258106.879999999,1152,704,7,2
xl,2.0,68586424614.57348,4629053.4399999995,111569633.28,9258106.879999999,1152,704,7,2
l,2.0,35131638372.64567,5508956.16,99517358.08,11017912.32,1088,768,7,2
xl,2.0,70263276745.29134,5508956.16,99517358.08,11017912.32,1088,768,7,2
l,2.0,32735869872.367527,5508956.16,111569633.28,11017912.32,1152,768,7,2
xl,2.0,65471739744.735054,5508956.16,111569633.28,11017912.32,1152,768,7,2
xl,2.0,61098559609.5711,5508956.16,124310609.92000002,11017912.32,1216,768,7,2
xl,2.0,62397023446.736824,6465372.16,111569633.28,12930744.32,1152,832,7,2
xl,2.0,58412450240.11593,6465372.16,124310609.92000002,12930744.32,1216,832,7,2
xl,2.0,54750950767.34238,6465372.16,137740288.0,12930744.32,1280,832,7,2
xl,2.0,52421390493.20152,7498301.4399999995,137740288.0,14996602.879999999,1280,896,7,2
s,2.0,39396948575.850105,612106.24,14167572.48,1224212.48,384,256,8,2
m,2.0,78793897151.70021,612106.24,14167572.48,1224212.48,384,256,8,2
l,2.0,196984742879.25052,612106.24,14167572.48,1224212.48,384,256,8,2
s,2.0,29763823252.912148,956416.0,19283640.32,1912832.0,448,320,8,2
m,2.0,59527646505.824295,956416.0,19283640.32,1912832.0,448,320,8,2
l,2.0,148819116264.56073,956416.0,19283640.32,1912832.0,448,320,8,2
s,2.0,23259329812.14619,1377239.04,25186795.52,2754478.08,512,384,8,2
m,2.0,46518659624.29238,1377239.04,25186795.52,2754478.08,512,384,8,2
l,2.0,116296649060.73096,1377239.04,25186795.52,2754478.08,512,384,8,2
xl,2.0,232593298121.4619,1377239.04,25186795.52,2754478.08,512,384,8,2
s,2.0,20167621134.025143,1377239.04,31877038.08,2754478.08,576,384,8,2
m,2.0,40335242268.050285,1377239.04,31877038.08,2754478.08,576,384,8,2
l,2.0,100838105670.12572,1377239.04,31877038.08,2754478.08,576,384,8,2
xl,2.0,201676211340.25143,1377239.04,31877038.08,2754478.08,576,384,8,2
s,2.0,18667277973.72546,1874575.3599999999,31877038.08,3749150.7199999997,576,448,8,2
m,2.0,37334555947.45092,1874575.3599999999,31877038.08,3749150.7199999997,576,448,8,2
l,2.0,93336389868.62729,1874575.3599999999,31877038.08,3749150.7199999997,576,448,8,2
xl,2.0,186672779737.25458,1874575.3599999999,31877038.08,3749150.7199999997,576,448,8,2
s,2.0,16460656155.78184,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2
m,2.0,32921312311.56368,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2
l,2.0,82303280778.9092,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2
xl,2.0,164606561557.8184,1874575.3599999999,39354368.0,3749150.7199999997,640,448,8,2
s,2.0,13680280301.01975,2448424.96,47618785.28,4896849.92,704,512,8,2
m,2.0,27360560602.0395,2448424.96,47618785.28,4896849.92,704,512,8,2
l,2.0,68401401505.09875,2448424.96,47618785.28,4896849.92,704,512,8,2
xl,2.0,136802803010.1975,2448424.96,47618785.28,4896849.92,704,512,8,2
s,2.0,12275994719.334541,2448424.96,56670289.92,4896849.92,768,512,8,2
m,2.0,24551989438.669083,2448424.96,56670289.92,4896849.92,768,512,8,2
l,2.0,61379973596.67271,2448424.96,56670289.92,4896849.92,768,512,8,2
